"Time","Event","Status","IP","Location","InternetProvider","AppVersion","Device","Protection"
"2025-02-27T00:57:21.000Z","Sign in success","success","104.28.58.2","","","web-account@5.0.218.0","","OK"
"2025-02-27T00:57:09.000Z","Sign in success (awaiting second factor)","attempt","104.28.58.8","Michigan, United States","iCloud Private Relay","web-account@5.0.218.0","Mobile Safari, iPhone","OK"
"2025-02-24T14:45:09.000Z","Sign in success","success","174.193.116.93","","","ios-vpn@5.9.0","","OK"
"2025-02-24T14:44:57.000Z","Sign in failure (second factor failed) (attempt)","failure","174.193.116.93","","","ios-vpn@5.9.0","","Blocked"
"2025-02-24T14:43:55.000Z","Sign in success (awaiting second factor)","attempt","174.193.116.93","Ohio, United States","Verizon Wireless","ios-vpn@5.9.0","ProtonVPN, iPhone 13","OK"
"2025-02-24T14:43:40.000Z","Sign in failure (wrong password) (attempt)","failure","174.193.116.93","Ohio, United States","Verizon Wireless","ios-vpn@5.9.0","ProtonVPN, iPhone 13","Blocked"
"2025-02-24T08:28:07.000Z","Sign in success","success","174.193.112.155","","","ios-mail@4.19.0.10276","","OK"
"2025-02-24T08:27:48.000Z","Sign in success (awaiting second factor)","attempt","174.193.112.155","Ohio, United States","Verizon Wireless","ios-mail@4.19.0.10276","ProtonMail, iPhone 13","OK"
"2025-02-24T08:15:21.000Z","Sign in success","success","174.207.228.170","","","ios-pass@1.15.0","","OK"
"2025-02-24T08:15:08.000Z","Sign in success (awaiting second factor)","attempt","174.207.228.170","Ohio, United States","Verizon Wireless","ios-pass@1.15.0","ProtonPass, iPhone 13","OK"
"2025-02-24T08:13:02.000Z","Sign out","success","174.207.228.170","","","ios-pass@1.15.0","",""
"2025-02-24T08:08:06.000Z","Sign in success","success","72.49.34.131","","","ios-pass@1.15.0","","OK"
"2025-02-24T08:07:33.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","ios-pass@1.15.0","ProtonPass, iPhone 13","OK"
"2025-02-21T05:57:22.000Z","Sign in success","success","72.49.34.131","","","ios-mail@4.19.0.10276","","OK"
"2025-02-21T05:57:00.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","ios-mail@4.19.0.10276","ProtonMail, iPhone 13","OK"
"2025-02-20T16:08:59.000Z","Sign in success","success","72.49.34.131","","","macos-mail@5.0.217.0+id1.6.1","","OK"
"2025-02-20T16:08:48.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","macos-mail@5.0.217.0+id1.6.1","Electron, MacOS","OK"
"2025-02-20T16:05:59.000Z","Sign in success","success","72.49.34.131","","","web-account@5.0.217.0","","OK"
"2025-02-20T16:05:41.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","web-account@5.0.217.0","DuckDuckGo, MacOS","OK"
"2025-02-16T22:46:27.000Z","Sign in success","success","72.49.34.131","","","web-vpn-settings@5.0.177.0","","OK"
"2025-02-16T22:45:37.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","web-vpn-settings@5.0.177.0","Safari, MacOS","OK"
"2025-02-16T22:36:02.000Z","Sign in success","success","72.49.34.131","","","ios-pass@1.15.0","","OK"
"2025-02-16T22:35:24.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.131","Ohio, United States","altafiber","ios-pass@1.15.0","ProtonPass, iPad Pro 3 12.9"" (1TB)","OK"
"2025-02-14T20:04:08.000Z","Sign in success","success","104.28.103.82","","","web-account@5.0.215.4","","OK"
"2025-02-14T20:03:33.000Z","Sign in success (awaiting second factor)","attempt","104.28.103.82","Ohio, United States","iCloud Private Relay","web-account@5.0.215.4","Safari, MacOS","OK"
"2025-02-14T20:03:20.000Z","Sign in failure (wrong password) (attempt)","failure","104.28.103.82","Ohio, United States","iCloud Private Relay","web-account@5.0.215.4","Safari, MacOS","Blocked"
"2025-02-14T05:15:27.000Z","Sign in success","success","74.83.223.167","","","ios-pass@1.15.0","","OK"
"2025-02-14T05:15:11.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","ios-pass@1.15.0","ProtonPass, iPad Pro 3 12.9"" (1TB)","OK"
"2025-02-14T05:03:26.000Z","Authentication success","success","104.28.103.84","","","web-account@5.0.215.0","","OK"
"2025-02-14T05:02:14.000Z","Authentication success","success","104.28.103.84","","","web-account@5.0.215.0","","OK"
"2025-02-14T04:55:46.000Z","Sign in success","success","104.28.103.84","","","web-account@5.0.215.0","","OK"
"2025-02-14T04:55:31.000Z","Sign in success (awaiting second factor)","attempt","104.28.103.84","Ohio, United States","iCloud Private Relay","web-account@5.0.215.0","Safari, MacOS","OK"
"2025-02-12T15:25:21.000Z","Sign in success","success","12.74.238.48","","","ios-pass@1.15.0","","OK"
"2025-02-12T15:24:03.000Z","Sign in success (awaiting second factor)","attempt","12.74.238.48","Michigan, United States","AT&T Wireless","ios-pass@1.15.0","ProtonPass, iPhone 14","OK"
"2025-02-12T15:23:35.000Z","Sign in failure (wrong password) (attempt)","failure","12.74.238.48","Michigan, United States","AT&T Wireless","ios-pass@1.15.0","ProtonPass, iPhone 14","Blocked"
"2025-02-10T18:04:58.000Z","Sign in success","success","174.193.116.109","","","ios-vpn@5.9.0","","OK"
"2025-02-10T18:04:47.000Z","Sign in success (awaiting second factor)","attempt","174.193.116.109","Ohio, United States","Verizon Wireless","ios-vpn@5.9.0","ProtonVPN, iPhone 13","OK"
"2025-02-10T18:04:28.000Z","Sign out","success","174.193.116.109","","","ios-vpn@5.9.0","",""
"2025-02-10T18:01:49.000Z","Sign in success","success","74.83.223.167","","","ios-vpn@5.9.0","","OK"
"2025-02-10T18:01:29.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","ios-vpn@5.9.0","ProtonVPN, iPhone 13","OK"
"2025-02-10T16:19:32.000Z","Sign in success","success","74.83.223.167","","","ios-mail@4.19.0.10276","","OK"
"2025-02-10T16:19:07.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","ios-mail@4.19.0.10276","ProtonMail, iPhone 13","OK"
"2025-02-10T16:18:53.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.223.167","Ohio, United States","altafiber","ios-mail@4.19.0.10276","ProtonMail, iPhone 13","Blocked"
"2025-02-10T16:16:25.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:19.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:15.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:13.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:11.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:10.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:08.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:07.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:05.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:04.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:03.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:01.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:16:00.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:58.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:57.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:55.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:54.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:53.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:52.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:51.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:50.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:48.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:47.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:45.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:44.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:43.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:41.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:40.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:38.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:36.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:34.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:32.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:28.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:26.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:24.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:15:20.000Z","Signed out single session","success","74.83.223.167","","","web-account@5.0.212.3","",""
"2025-02-10T16:04:57.000Z","Sign in success","success","74.83.223.167","","","web-account@5.0.212.3","","OK"
"2025-02-10T16:04:40.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","web-account@5.0.212.3","Firefox, iPhone","OK"
"2025-02-10T05:46:31.000Z","Sign in success","success","74.83.223.167","","","macos-mail@5.0.211.2+id1.6.1","","OK"
"2025-02-10T05:45:41.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","macos-mail@5.0.211.2+id1.6.1","Electron, MacOS","OK"
"2025-02-09T19:36:00.000Z","Sign in success","success","74.83.223.167","","","web-account@5.0.211.2","","OK"
"2025-02-09T19:35:45.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","web-account@5.0.211.2","Safari, MacOS","OK"
"2025-02-09T19:29:41.000Z","Sign in success","success","74.83.223.167","","","macos-pass@1.29.1","","OK"
"2025-02-09T19:29:28.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","macos-pass@1.29.1","ProtonPass, MacOS","OK"
"2025-02-09T16:26:25.000Z","Sign in success","success","74.83.223.167","","","ios-pass@1.15.0","","OK"
"2025-02-09T16:26:05.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","ios-pass@1.15.0","ProtonPass, iPhone 13","OK"
"2025-02-09T04:11:24.000Z","Sign in success","success","74.83.223.167","","","macos-mail@5.0.211.2+id1.6.1","","OK"
"2025-02-09T04:04:16.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.167","Ohio, United States","altafiber","macos-mail@5.0.211.2+id1.6.1","Electron, MacOS","OK"
"2025-02-01T02:47:19.000Z","Sign in success","success","74.83.223.200","","","macos-mail@5.0.210.1+id1.6.1","","OK"
"2025-02-01T02:46:53.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","macos-mail@5.0.210.1+id1.6.1","Electron, MacOS","OK"
"2025-01-31T21:36:50.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","macos-mail@5.0.210.1+id1.6.1","Electron, MacOS","OK"
"2025-01-31T18:31:57.000Z","Sign in success","success","74.83.223.200","","","macos-drive@1.12.0+10318","","OK"
"2025-01-31T18:30:27.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","macos-drive@1.12.0+10318","ProtonDrive, MacOS","OK"
"2025-01-30T02:48:17.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.210.1","","OK"
"2025-01-30T02:47:36.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.210.1","Brave, MacOS","OK"
"2025-01-30T02:47:19.000Z","Sign out","success","74.83.223.200","","","web-account@5.0.210.1","",""
"2025-01-30T02:47:17.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.210.1","Brave, MacOS","OK"
"2025-01-29T18:06:40.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.210.1","","OK"
"2025-01-29T18:06:21.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.210.1","Firefox, MacOS","OK"
"2025-01-29T03:51:46.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.210.1","","OK"
"2025-01-29T03:51:32.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.210.1","Firefox, MacOS","OK"
"2025-01-29T03:48:25.000Z","Sign in success","success","74.83.223.200","","","macos-pass@1.28.0","","OK"
"2025-01-29T03:48:08.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","macos-pass@1.28.0","ProtonPass, MacOS","OK"
"2025-01-29T01:46:12.000Z","Sign in success","success","74.83.223.200","","","macos-mail@5.0.210.1+id1.6.1","","OK"
"2025-01-29T01:45:58.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","macos-mail@5.0.210.1+id1.6.1","Electron, MacOS","OK"
"2025-01-29T01:40:49.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.210.1","","OK"
"2025-01-29T01:40:32.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.210.1","Firefox, MacOS","OK"
"2025-01-28T08:31:47.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.209.2","","OK"
"2025-01-28T08:31:19.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.209.2","Chromium, Linux","OK"
"2025-01-28T08:09:42.000Z","Sign in success","success","74.83.223.200","","","linux-mail@5.0.209.2+id1.6.1","","OK"
"2025-01-28T08:09:29.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","linux-mail@5.0.209.2+id1.6.1","Electron, Linux","OK"
"2025-01-28T08:07:17.000Z","Sign in success","success","74.83.223.200","","","linux-pass@1.28.0","","OK"
"2025-01-28T08:07:01.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","linux-pass@1.28.0","ProtonPass, Linux","OK"
"2025-01-28T08:06:47.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.223.200","Ohio, United States","altafiber","linux-pass@1.28.0","ProtonPass, Linux","Blocked"
"2025-01-28T02:25:00.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.209.2","","OK"
"2025-01-28T02:24:39.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.209.2","Firefox, Ubuntu","OK"
"2025-01-28T02:24:29.000Z","Sign in failure (wrong password) (attempt)","failure","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.209.2","Firefox, Ubuntu","Blocked"
"2025-01-28T02:24:15.000Z","Sign out","success","74.83.223.200","","","web-account@5.0.209.2","",""
"2025-01-28T02:24:12.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.209.2","Firefox, Ubuntu","OK"
"2025-01-28T01:22:50.000Z","Sign in success","success","74.83.223.200","","","web-account@5.0.209.2","","OK"
"2025-01-28T01:22:34.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","web-account@5.0.209.2","Brave, Linux","OK"
"2025-01-28T01:13:42.000Z","Sign in success","success","74.83.223.200","","","linux-pass@1.28.0","","OK"
"2025-01-28T01:13:02.000Z","Sign in success (awaiting second factor)","attempt","74.83.223.200","Ohio, United States","altafiber","linux-pass@1.28.0","ProtonPass, Linux","OK"
"2025-01-28T01:12:52.000Z","Sign in attempt","attempt","74.83.223.200","Ohio, United States","altafiber","linux-pass@1.28.0","ProtonPass, Linux","Anti-bot verification"
"2025-01-27T05:05:08.000Z","Sign in success","success","72.49.34.248","","","macos-mail@5.0.209.2+id1.6.1","","OK"
"2025-01-27T05:04:56.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-mail@5.0.209.2+id1.6.1","Electron, MacOS","OK"
"2025-01-27T05:01:20.000Z","Sign in success","success","72.49.34.248","","","web-account@5.0.209.2","","OK"
"2025-01-27T05:00:58.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.209.2","Brave, MacOS","OK"
"2025-01-26T21:21:49.000Z","Sign in success","success","185.220.69.162","","","windows-mail@5.0.209.2+id1.6.1","","OK"
"2025-01-26T21:21:36.000Z","Sign in success (awaiting second factor)","attempt","185.220.69.162","New York, United States","ProtonVPN","windows-mail@5.0.209.2+id1.6.1","Electron, Windows","OK"
"2025-01-26T21:20:10.000Z","Sign in success","success","72.49.34.248","","","windows-vpn@3.5.1+X64","","OK"
"2025-01-26T21:19:52.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","windows-vpn@3.5.1+X64","ProtonVPN, Windows","OK"
"2025-01-26T21:16:56.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","windows-bridge@3.4.2","Thunderbird, Windows","OK"
"2025-01-21T02:39:15.000Z","Sign in success","success","174.231.83.201","","","ios-vpn@5.9.0","","OK"
"2025-01-21T02:39:02.000Z","Sign in success (awaiting second factor)","attempt","174.231.83.201","Colorado, United States","Verizon Wireless","ios-vpn@5.9.0","ProtonVPN, iPhone 13","OK"
"2025-01-19T19:33:06.000Z","Sign in success","success","72.49.34.248","","","macos-vpn@4.8.0","","OK"
"2025-01-19T19:32:48.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2025-01-19T09:09:49.000Z","Sign in success","success","72.49.34.248","","","macos-vpn@4.8.0","","OK"
"2025-01-19T09:09:29.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","OK"
"2025-01-19T09:09:13.000Z","Sign in failure (wrong password) (attempt)","failure","72.49.34.248","Ohio, United States","altafiber","macos-vpn@4.8.0","ProtonVPN, MacOS","Blocked"
"2025-01-19T03:55:41.000Z","Sign in success","success","72.49.34.248","","","web-account@5.0.206.1","","OK"
"2025-01-19T03:55:23.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.206.1","Brave, Windows","OK"
"2025-01-19T03:55:16.000Z","Sign in failure (wrong password) (attempt)","failure","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.206.1","Brave, Windows","Blocked"
"2025-01-19T01:45:56.000Z","Sign in failure (wrong password) (attempt)","failure","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.206.1","Brave, Windows","Blocked"
"2025-01-19T01:42:34.000Z","Sign in success","success","72.49.34.248","","","windows-pass@1.27.0","","OK"
"2025-01-19T01:42:14.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","windows-pass@1.27.0","ProtonPass, Windows","OK"
"2025-01-12T10:53:15.000Z","Sign in success","success","72.49.34.248","","","web-account@5.0.203.0","","OK"
"2025-01-12T10:53:12.000Z","Sign in failure (second factor failed) (attempt)","failure","72.49.34.248","","","web-account@5.0.203.0","","Blocked"
"2025-01-12T10:52:55.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.203.0","Firefox, MacOS","OK"
"2025-01-11T21:15:09.000Z","Sign in success","success","72.49.34.248","","","ios-drive@1.45.0+10056","","OK"
"2025-01-11T21:14:58.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","ios-drive@1.45.0+10056","ProtonDrive, iPhone 13","OK"
"2025-01-11T00:30:25.000Z","Sign in success","success","72.49.34.248","","","macos-pass@1.27.2","","OK"
"2025-01-11T00:30:12.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-pass@1.27.2","ProtonPass, MacOS","OK"
"2025-01-11T00:05:07.000Z","Authentication success","success","72.49.34.248","","","web-account@5.0.203.0","","OK"
"2025-01-10T23:39:58.000Z","Sign in success","success","72.49.34.248","","","web-account@5.0.203.0","","OK"
"2025-01-10T23:39:09.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","web-account@5.0.203.0","Brave, MacOS","OK"
"2025-01-10T18:24:58.000Z","Sign in success","success","72.49.34.248","","","macos-pass@1.27.0","","OK"
"2025-01-10T18:24:38.000Z","Sign in failure (second factor failed) (attempt)","failure","72.49.34.248","","","macos-pass@1.27.0","","Blocked"
"2025-01-10T18:24:30.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-10T18:23:43.000Z","Sign in failure (second factor failed) (attempt)","failure","72.49.34.248","","","macos-pass@1.27.0","","Blocked"
"2025-01-10T18:23:30.000Z","Sign in failure (second factor failed) (attempt)","failure","72.49.34.248","","","macos-pass@1.27.0","","Blocked"
"2025-01-10T18:23:12.000Z","Sign in success (awaiting second factor)","attempt","72.49.34.248","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-07T17:48:23.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-05T10:22:59.000Z","Sign in success","success","66.42.131.83","","","ios-pass@1.14.3","","OK"
"2025-01-05T10:22:46.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-pass@1.14.3","ProtonPass, iPhone 13","OK"
"2025-01-05T09:53:49.000Z","Sign in success","success","66.42.131.83","","","ios-mail@4.18.0.10270","","OK"
"2025-01-05T09:53:33.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","ios-mail@4.18.0.10270","ProtonMail, iPhone 13","OK"
"2025-01-05T09:53:14.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","ios-mail@4.18.0.10270","ProtonMail, iPhone 13","Blocked"
"2025-01-05T05:44:23.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2025-01-05T05:44:10.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, MacOS","OK"
"2025-01-05T05:41:24.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2025-01-05T05:37:45.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2025-01-05T05:36:50.000Z","Signed out all sessions","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","",""
"2025-01-05T05:36:30.000Z","Recovery by phone number disabled","success","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0+id1.6.1","Electron, MacOS","OK"
"2025-01-05T05:36:29.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2025-01-05T05:34:30.000Z","Recovery phrase changed or enabled","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","",""
"2025-01-05T05:34:29.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2025-01-05T05:32:53.000Z","Recovery by phone number enabled","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","",""
"2025-01-05T05:32:53.000Z","Authentication success","success","66.42.131.83","","","macos-mail@5.0.198.0+id1.6.1","","OK"
"2025-01-05T04:21:35.000Z","Authentication success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2025-01-05T01:29:24.000Z","Sign in success","success","66.42.131.83","","","web-account@5.0.198.0","","OK"
"2025-01-05T01:29:07.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","web-account@5.0.198.0","Firefox, MacOS","OK"
"2025-01-05T01:12:28.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2025-01-05T01:12:12.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2025-01-05T01:10:53.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2025-01-05T01:10:49.000Z","Sign in failure (second factor failed) (attempt)","failure","66.42.131.83","","","macos-pass@1.27.0","","Blocked"
"2025-01-05T01:08:43.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-05T01:08:36.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","Blocked"
"2025-01-04T01:49:09.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2025-01-04T01:49:02.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-04T01:37:48.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2025-01-04T01:37:43.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2025-01-04T01:13:58.000Z","Sign in success","success","66.42.131.83","","","macos-pass@1.27.0","","OK"
"2025-01-04T01:13:51.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","OK"
"2025-01-04T01:13:44.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-pass@1.27.0","ProtonPass, MacOS","Blocked"
"2025-01-04T01:11:48.000Z","Sign in success","success","66.42.131.83","","","macos-mail@5.0.198.0","","OK"
"2025-01-04T01:11:28.000Z","Sign in success (awaiting second factor)","attempt","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","OK"
"2025-01-04T01:11:21.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
"2025-01-04T01:11:02.000Z","Sign in failure (wrong password) (attempt)","failure","66.42.131.83","Ohio, United States","altafiber","macos-mail@5.0.198.0","Electron, MacOS","Blocked"
